Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
입술;빨;고,NEG,Medium,Argument,POS
있는;지;좀,POS,Medium,Argument,POS
있다;는;보람,POS,Medium,Argument,POS
있다;는데;작,POS,Medium,Argument,POS
있;을;것,NONE,None,Speculation,POS
있;을;정도,NONE,None,Others,POS
잊;히;어,POS,High,Judgment,POS
자;들;만,NEG,Medium,Argument,POS
자고;의견;을,POS,Medium,Argument,POS
자구;운동;이,NEG,High,Judgment,NEG
자;구책;움직임,POS,Medium,Judgment,POS
자극;성;이,POS,Medium,Judgment,POS
자기;도;모르,NEG,Low,Intention,NEG
자기;들;의,POS,Medium,Judgment,POS
자기;숭배;를,NEG,Medium,Judgment,NEG
자기;와;현실,POS,Medium,Argument,POS
자꾸;고리타;분,NEG,Medium,Argument,POS
자녀;결혼식;에,POS,Medium,Argument,POS
자니;몹시;쓰,NEG,Medium,Argument,POS
자동차;등록;대수,POS,Low,Argument,POS
자라;았;지,NEG,Medium,Argument,POS
자리;로;돌아오,POS,Medium,Judgment,POS
자리;를;잡,NEUT,Medium,Judgment,POS
자면;길;에서,NEG,Low,Argument,POS
자못;심;장하,COMP,Medium,Judgment,COMP
자본주의;의;선전,NEG,Low,Argument,POS
자신;도;모르,NEG,Medium,Judgment,NEG
자신;을;상실,POS,Medium,Judgment,POS
자신;의;나이,POS,Low,Judgment,POS
자신;의;몸,NEG,Low,Judgment,NEG
자신;의;세계,POS,Medium,Judgment,POS
자신;이;없,NEG,Medium,Judgment,NEG
자아;실현;을,POS,Medium,Argument,POS
자아;와;삶,POS,Medium,Judgment,POS
자연;과;예술,POS,Medium,Judgment,POS
자연;학습;기회,POS,Medium,Judgment,POS
자유;민주주의;시대,NEG,Medium,Judgment,NEG
자제력;을;잃,NEG,High,Judgment,NEG
자;주;하,POS,Low,Argument,POS
자충수;에가;깝,NEG,Low,Judgment,NEG
작곡가;연구;를,POS,Low,Judgment,POS
작동;되는;지,NEG,Medium,Judgment,NEG
작업;을;뒤,NEG,Low,Argument,POS
작업;을;해보,NEUT,Low,Argument,POS
작;용;하,POS,Medium,Intention,POS
작품;으로;그,COMP,Medium,Argument,POS
작품;은;아니,POS,Medium,Argument,POS
잔뼈;가;굵,POS,Medium,Judgment,POS
잔치;상;을,POS,Medium,Intention,NEG
잔털;발생;이,POS,High,Judgment,POS
잘;못;하,NEG,Low,Judgment,NEUT
잘;이;해,NEG,Medium,Judgment,NEG
잡지;못;하,NEG,Medium,Argument,POS
잡아먹;고;있,COMP,Medium,Argument,POS
장기;적;이,NEG,High,Judgment,NEG
장기하;나;기증,POS,Medium,Argument,POS
장난;을;치,POS,Medium,Emotion,POS
장;담;하,POS,Medium,Speculation,NEG
장래;를;촉망,POS,Medium,Judgment,POS
장사진;을;이루,POS,Low,Judgment,POS
장애;는;뇌,NEUT,Medium,Argument,POS
장점;으로;활용,POS,Medium,Judgment,POS
장주;가;되,NEUT,Medium,Argument,NEUT
재;해석;하,COMP,Medium,Judgment,COMP
재롱;떨는;모습,NEG,Medium,Argument,POS
재미;가;쏠쏠,POS,Medium,Judgment,POS
재미;가;있,POS,Medium,Judgment,POS
재미;로;눈길,POS,Medium,Judgment,POS
재미;를;보,POS,Medium,Judgment,POS
재봉틀;앞;에서,NEUT,Low,Argument,POS
재;잘;대,POS,Medium,Judgment,POS
저;미제;놈,NEG,Medium,Argument,POS
저;도;그,POS,Low,Argument,POS
저;의;얘기,NEG,Medium,Argument,POS
저;임금노동;자,POS,Medium,Argument,POS
저;거;그리,COMP,Medium,Argument,POS
저;거;그리어,COMP,Medium,Argument,POS
저;것;도,NEG,High,Argument,POS
저;것;이,NEG,Low,Speculation,POS
저절로;물러;가,POS,Medium,Judgment,POS
저절로;생깁니;다,POS,Medium,Argument,POS
적;이;없,NEG,Medium,Argument,POS
적;이;한,NEG,Medium,Argument,POS
적;가치;체계,POS,Medium,Judgment,POS
적;견해;를,COMP,Medium,Judgment,COMP
적;고갈;상태,NEG,Medium,Judgment,NEG
적;공백;을,POS,Medium,Judgment,POS
적;관점;에서,COMP,Medium,Judgment,COMP
적;궁핍;의,NEG,Medium,Emotion,NEG
적;명;징,POS,Low,Judgment,POS
적;비리;이,NEG,High,Judgment,NEG
적;실상;을,NEG,Medium,Judgment,NEG
적;영혼;에,POS,Medium,Judgment,POS
적;욕망;이,NEG,Low,Judgment,NEG
적;운;치,POS,Medium,Judgment,POS
적;으로;강화,POS,Medium,Judgment,POS
적;으로;권,POS,Medium,Judgment,POS
적;으로;그리고,NEG,Medium,Judgment,NEG
적;으로;돕,POS,High,Judgment,POS
적;으로;뛰,POS,Medium,Argument,POS
적;으로;멀,NEG,Low,Emotion,NEG
적;으로;보,NEG,Low,Argument,POS
적;으로;부족,NEG,Medium,Judgment,NEG
적;으로;신속히,POS,Medium,Judgment,POS
적;으로;실현,POS,Medium,Judgment,POS
적;으로;연기,POS,Medium,Argument,POS
적;으로;유명,POS,Medium,Judgment,POS
적;으로;자리,POS,Medium,Judgment,POS
적;으로;증명,POS,Low,Judgment,POS
적;으로;진단,NEUT,Medium,Judgment,POS
적;으로;해결,POS,Medium,Judgment,POS
적;으로;행동,NEG,High,Intention,POS
적;으로;확산,POS,Medium,Judgment,POS
적;의지;와,NEG,Low,Judgment,NEG
적;이;면서,POS,High,Judgment,POS
적;이;어야,NEUT,Medium,Argument,POS
적;인식;의,POS,Medium,Judgment,POS
적;질병;을,POS,Medium,Judgment,POS
적책;입니;까지,NEG,High,Judgment,NEG
적;타협;자세,POS,Medium,Judgment,POS
적;테러;사건,NEG,High,Judgment,NEG
적;평론가;의,POS,Low,Judgment,POS
적;히스테리;시대,NEG,Medium,Judgment,NEG
적극;검토;하,POS,Low,Judgment,POS
적극;적;으로,POS,Medium,Judgment,POS
적극;적;이,POS,Medium,Judgment,POS
적극;추;천하,POS,High,Judgment,POS
적도;보다;뜨겁,POS,Medium,Argument,POS
적반하장;의;망동,NEG,High,Judgment,NEG
적어도;내;가,NEG,Medium,Argument,POS
적응력;이;빠르,POS,Medium,Judgment,POS
적응력;이;약하,NEG,Medium,Judgment,NEG
적합;성;을,NEG,High,Judgment,NEG
전국;적;으로,POS,Medium,Judgment,POS
전문;적;으로,POS,High,Judgment,POS
전문가;집단;이,POS,Medium,Judgment,POS
전반;적;이,POS,Medium,Judgment,POS
전시장;으로;변하,POS,Medium,Judgment,POS
전제;조건;이,POS,Medium,Judgment,POS
전조;가;되,NEUT,Medium,Argument,POS
전철;을;밟,NEG,Medium,Judgment,NEG
전투;적;평론가,POS,Low,Judgment,POS
전한;다고;생각,POS,Medium,Argument,POS
전혀;거리;낌,POS,Medium,Emotion,POS
전혀;다른;모습,POS,Medium,Judgment,POS
전혀;뒷받침;되,NEG,High,Judgment,NEG
전혀;아랑곳;하,POS,Medium,Emotion,NEUT
전형;적;이,NEG,Low,Judgment,NEUT
전화;를;걸,POS,Medium,Judgment,POS
절;감;하,NEUT,High,Judgment,NEUT
절대;적;으로,NEG,Medium,Judgment,NEG
절대;정숙;의,POS,High,Judgment,POS
절대로;다른;건물,NEG,High,Argument,POS
절대;주의;에서,POS,Medium,Judgment,POS
절로;신;이,POS,Medium,Argument,POS
절망;감;에,NEG,High,Emotion,NEG
절실;히;요청,POS,High,Intention,POS
젊음;의;열정,POS,Medium,Judgment,POS
점;들;이,POS,Medium,Judgment,POS
점;을;잊,NEUT,Medium,Argument,POS
점;검;하,NEUT,Medium,Judgment,COMP
점수;를;매기,COMP,Medium,Judgment,COMP
점점;고립;되,NEG,Medium,Argument,POS
점진;적;이,POS,Medium,Judgment,POS
정;을;막,NEG,Medium,Argument,POS
정겹;고;익숙,POS,Medium,Judgment,POS
정기;를;듬뿍,POS,High,Judgment,POS
정도;노래;연습,POS,Medium,Judgment,POS
정도;확;신하,POS,Low,Agreement,POS
정말;꿈;만,POS,High,Emotion,POS
정부;가;삼위일체,POS,Medium,Judgment,POS
정서;를;살리,POS,Medium,Judgment,POS
정성껏;봉;양하,POS,High,Judgment,POS
정숙;의;세계,POS,High,Judgment,POS
정신;을;통제,NEG,Low,Judgment,NEG
정신;이;팔리,POS,High,Judgment,POS
정신;적;고갈,NEG,Medium,Judgment,NEG
정신;적;성취,POS,Medium,Judgment,POS
정신병;으로;진단,NEG,Medium,Judgment,NEG
정지선;을;표시,NEG,Medium,Judgment,NEG
정착;시키;기,POS,Medium,Intention,POS
정책;이;시작,NEG,Medium,Argument,POS
정책;적;관심,POS,Medium,Judgment,POS
정체;상태;에,NEG,High,Judgment,NEG
정취;가;살아나,POS,Medium,Judgment,POS
정치;적;테러,NEG,High,Judgment,NEG
정확히;명시;하,NEG,Medium,Judgment,NEG
젖;에;발리,NEG,Low,Judgment,NEG
제대로;받;을,NEG,Medium,Argument,POS
제대로;이;해하,NEG,Medium,Judgment,NEG
제대로;정착;되,POS,Medium,Judgment,POS
제수;용품;싸,POS,Medium,Argument,POS
제;안;하,POS,Medium,Argument,POS
제왕;처럼;자기,NEG,Medium,Judgment,NEG
제자리;를;맴돌,NEG,Medium,Judgment,NEG
제재;를;풀,POS,Medium,Argument,POS
제;조;하,NEUT,Medium,Argument,POS
제;치어;버리,POS,Medium,Argument,POS
제품;의;가치,NEUT,Low,Argument,POS
제품;이나;오,POS,Medium,Argument,POS
제한;이;없,NEG,Medium,Judgment,NEG
조각가;들;의,POS,Low,Judgment,POS
조건;적;이,POS,High,Emotion,POS
조금;과장;되,NEG,Low,Judgment,NEG
조금;더;비싸,NEUT,Medium,Judgment,NEUT
조금;도;떨어지,POS,High,Judgment,POS
조금;도;무겁,POS,High,Judgment,POS
조금;만;참,POS,Medium,Intention,POS
조리;기보;다,POS,Medium,Judgment,POS
조명;과;카메라,POS,Medium,Argument,POS
조언;을;내놓,POS,Medium,Argument,POS
조언;을;하,POS,Medium,Argument,POS
조직;적;비리,NEG,High,Judgment,NEG
조차;느끼;지,NEG,High,Judgment,NEG
존재;이유;이,POS,Medium,Argument,POS
존;재;하,POS,Medium,Argument,POS
좀;내;놓,POS,Medium,Judgment,POS
좀;들;지만,POS,Medium,Argument,POS
좁;은;문,NEG,Low,Judgment,NEG
종교인;이아;니,NEUT,Medium,Argument,POS
종류;가;많,POS,Medium,Argument,POS
종;용;하,NEG,Medium,Judgment,NEG
종합;적;으로,NEUT,Medium,Judgment,POS
좋;아;서하,POS,Medium,Intention,POS
좋;았;어요,POS,Medium,Argument,POS
좋;은;물건,POS,Low,Argument,POS
좋;은;자연,POS,Medium,Judgment,POS
좋;은;책,POS,Medium,Judgment,POS
좌수;로;글씨,NEG,Medium,Argument,POS
죄;의식;의,NEG,Medium,Judgment,NEG
주간;순수;익,POS,Medium,Judgment,POS
주간;순수;익은,POS,Medium,Judgment,POS
주검;들;을,POS,Low,Judgment,POS
주례;를;서,POS,Medium,Argument,POS
주로;호;소하,NEG,Low,Argument,POS
주변;사람;들,POS,Low,Argument,POS
주위;사람;들,NEG,Medium,Judgment,NEG
주일;이나;지나,NEG,Medium,Argument,POS
주장;도;덧붙이,POS,Medium,Argument,POS
주장;이;제시,NEG,Medium,Argument,POS
주전자;들;이,POS,Medium,Argument,POS
주체;적;으로,POS,Medium,Judgment,POS
죽음;과;같,NEG,Medium,Argument,POS
준비;없;음,NEG,Medium,Judgment,NEG
준;비;하,POS,Medium,Intention,POS
준;수;하,POS,Medium,Judgment,POS
줄곧;아름답;다는,NEG,Medium,Argument,POS
중소;일;을,POS,Low,Argument,POS
중고;등산;용품,POS,Medium,Argument,POS
중국;기업;들,NEG,Medium,Argument,POS
중국;과;전통,POS,Low,Argument,POS
중국;에;개혁,NEG,Medium,Argument,POS
중;단;하,NEG,High,Agreement,NEG
중앙;집중;화,POS,Medium,Judgment,POS
중점;적;으로,POS,Medium,Judgment,POS
중;주단;을,POS,Medium,Argument,POS
즐거움;을;자극,POS,Medium,Judgment,POS
즐겁;게만;들,POS,Medium,Emotion,POS
지는;못;하,NEG,Low,Judgment,NEG
지도;못;하,NEG,Medium,Argument,POS
지;말;아야,POS,Medium,Judgment,POS
지;못;하,NEG,Medium,Judgment,NEG
지;못;하고,NEG,High,Judgment,NEUT
지;못;한,NEG,Medium,Argument,POS
지;못;할,POS,High,Argument,POS
지;않는;다,POS,Low,Argument,POS
지;않;습니다,POS,High,Intention,POS
지;않아;요,NEG,Medium,Argument,POS
지;않으;면,POS,Medium,Argument,POS
지;않;을,NEUT,High,Judgment,POS
지;않;을까요,NONE,None,Others,POS
지;새끼;젖,NEG,Medium,Judgment,NEG
지;고;싶,NONE,None,Judgment,POS
지갑;을;털,POS,High,Judgment,POS
지구;를;세,NEG,Medium,Argument,POS
지극히;근시;안,NEG,Medium,Judgment,NEG
지금;세계;는,NEG,Medium,Argument,POS
지금;이용;가치,POS,Medium,Judgment,POS
지나;았;습니다,NEG,Medium,Argument,POS
지나치;게;갇히,NEG,Medium,Argument,POS
지나치;게;무섭,NEG,Medium,Argument,POS
지나치;게;의식,NEG,Medium,Judgment,NEG
지나치;게;이기,NEG,High,Judgment,NEG
지난;한;가,NEG,High,Judgment,NEG
지난번;보다;마음,POS,Medium,Argument,POS
지내는;철;이,NEG,Medium,Emotion,NEG
지니;게;되,POS,Medium,Argument,POS
지만;순례;자,NEG,Low,Judgment,NEG
지만;아;무,NEG,Medium,Argument,POS
지만;아;무도,NEG,Medium,Argument,POS
지만;연극;이,POS,Medium,Argument,POS
지만;이;상쾌,POS,Medium,Argument,POS
지만;장주;이,NEUT,Medium,Argument,NEUT
지방;을;효율,NEG,Medium,Judgment,NEG
지배;를;더욱,NEG,Medium,Judgment,NEG
지속;적;으로,POS,Medium,Judgment,POS
지식;과;경험,POS,Medium,Judgment,POS
지식;이;모자라,NEG,Medium,Judgment,NEG
지역;으로;관광객,NEUT,Low,Argument,POS
지역;호텔;들,NEUT,Low,Argument,POS
지원;을;종용,NEG,Medium,Judgment,NEG
지원;자;늘,POS,Low,Argument,POS
지원;자;늘었,POS,Low,Argument,POS
지위;를;고양,POS,High,Judgment,POS
지적;이나;오,NEG,Medium,Argument,POS
지점;에;있,NEG,Low,Argument,POS
지지;를;받,POS,High,Judgment,POS
지지;서명;에,POS,Medium,Agreement,POS
지하철;미군;성희롱,NEG,High,Judgment,NEG
지향;점;들,POS,Medium,Judgment,POS
지휘자;상;을,POS,High,Judgment,POS
직무;유기;를,NEG,Medium,Judgment,NEG
직접;적;이,NEG,Medium,Judgment,NEG
진단;받;을,NEG,Medium,Judgment,NEG
진단;을;하,POS,Medium,Argument,POS
진;면목;을,POS,Medium,Judgment,POS
진보;에;도움,POS,Medium,Judgment,POS
진수;를;맛보,POS,High,Judgment,POS
진;실;되,POS,Medium,Judgment,POS
진실;의;반대편,NEG,Medium,Judgment,NEG
진심;을;갖,POS,Medium,Intention,POS
진정;을;하,NEG,High,Argument,POS
진출;본격;추진,POS,Medium,Argument,POS
진통;을;겪,NEG,Medium,Judgment,NEG
질;을;높이,POS,Medium,Judgment,POS
질;과;생물,NEG,Medium,Argument,POS
질;은사;라지,NEG,Medium,Judgment,NEG
질병;을;치유,POS,Medium,Judgment,POS
질책;을;듣,NEG,Medium,Judgment,NEG
질;타;하,NEG,High,Judgment,NEG
질환;과;관계,NEUT,Medium,Argument,POS
질환;을;앓,NEG,Medium,Judgment,NEG
질환;의;가능,NEUT,Medium,Argument,POS
집;말;이,NEG,Medium,Argument,POS
집단;대응;하,POS,Medium,Intention,POS
집단;이;면서,POS,Medium,Judgment,POS
집단;적;으로,NEG,High,Intention,POS
집단;적;히스테리,NEG,Medium,Judgment,NEG
집;대;성하,POS,Medium,Judgment,POS
집주인;과;그,POS,Low,Argument,POS
집중;화;경향,POS,Medium,Judgment,POS
짜;리;악기,NEG,Medium,Judgment,NEG
짝;이;없,NEG,High,Emotion,NEG
째;흥행;선두,POS,Medium,Judgment,POS
차갑;어;보이,POS,Low,Judgment,POS
차단;되;고,NEG,High,Judgment,NEG
착;잡;하,NEG,Medium,Emotion,NEG
찬찬히;뜯어;보,POS,Medium,Judgment,POS
찬찬히;뜯어;볼,POS,Medium,Judgment,POS
참가인;원;이,NEG,Medium,Argument,POS
참;담;하,NEG,High,Emotion,NEG
참여;는;이전,POS,Medium,Argument,POS
창가;에;앉,NEUT,Low,Argument,POS
창작;도;반드시,NEUT,Medium,Argument,POS
창;작곡;중심,POS,Medium,Judgment,POS
채;그대로;남,NEG,Medium,Argument,POS
채소;를;가꾸,POS,Medium,Judgment,POS
채용;꺼리어;요,NEG,Medium,Argument,POS
책;꺼내;어,NEUT,Low,Argument,POS
책;으로;꼽히,POS,Medium,Judgment,POS
책;을;쓰,POS,Medium,Argument,POS
책;입니;까지,NEG,High,Judgment,NEG
책임;이;있,NEG,Medium,Judgment,NEG
책;임;하,NEG,High,Judgment,NEG
책임자;들;이,NEUT,Low,Argument,POS
처럼;버림;받,NEG,Medium,Argument,POS
처럼;수줍;게,POS,Medium,Judgment,POS
처럼;자기;숭배,NEG,Medium,Judgment,NEG
처리;를;하,NEG,Medium,Judgment,NEG
처음;으로;돌아가,NEG,Medium,Argument,POS
처음;으로;한,COMP,Medium,Argument,POS
처음;은;아니,NEG,Medium,Judgment,NEG
처지;에;빠지,NEG,Medium,Judgment,NEG
처지;에서;보,NEG,Medium,Argument,POS
천만원;짜;리,NEG,Medium,Judgment,NEG
천만;을;넘어서,POS,Low,Argument,POS
철;을;맞,NEG,Medium,Judgment,NEG
철;이를;더,NEG,Medium,Emotion,NEG
철학;이야기;를,POS,Medium,Argument,POS
첫;소설;집,NEG,Low,Judgment,NEG
첫;소설;집때,NEG,Low,Judgment,NEG
첫;체계;화,POS,Medium,Judgment,POS
청와대;비서진;에,NEG,High,Judgment,NEG
체계;나;제도,POS,Medium,Judgment,POS
체계;화;하,POS,Medium,Judgment,POS
체질;을;강화,POS,Medium,Judgment,POS
체;험;하,POS,Medium,Judgment,POS
초대형;인기;작,POS,High,Judgment,POS
초;울트라;매니아,POS,Medium,Argument,POS
초기;에;알,NEG,Medium,Judgment,NEG
초목;과;나비,NEUT,Low,Argument,POS
초;미;의,COMP,High,Judgment,COMP
초점;을;맞추,POS,Medium,Judgment,POS
총;소리;가,POS,Medium,Judgment,POS
최고;모델;료,POS,Medium,Judgment,POS
최고;의;안무가,POS,High,Judgment,POS
최고;의;흥행,POS,High,Judgment,POS
최근;유행;하,POS,Medium,Judgment,POS
최대;규모;의,POS,Medium,Judgment,POS
최대;의;정치,NEG,High,Judgment,NEG
최대;의;행사,POS,Medium,Judgment,POS
최선;을;다,POS,High,Judgment,POS
최초;로;집대성,POS,Medium,Judgment,POS
최후;를;맞,NEG,Medium,Judgment,NEG
쵸;티;오빠,POS,Medium,Argument,POS
추석;때;는,POS,Medium,Argument,POS
축소;형;을,POS,High,Judgment,POS
출연;도;물론,NEG,Low,Argument,POS
출연;하라;고,NEG,Low,Argument,POS
출혈;의전;조,NEUT,Medium,Argument,POS
춤;을;추,POS,Medium,Judgment,POS
충격;적;이,NEG,High,Judgment,NEG
충실;히;따르,POS,High,Agreement,POS
취향;대로;구경,POS,Medium,Argument,POS
측면;이;돋보이,POS,Medium,Judgment,POS
치밀;는;것,NEG,Medium,Argument,POS
치;열;하,POS,High,Judgment,POS
치유;를;보,POS,Low,Argument,POS
친하;아;지,POS,Medium,Judgment,POS
침략;도서;슴,NEG,Medium,Judgment,NEG
칭찬;을;듣,NEG,Medium,Argument,POS
카메라;에;위치,POS,Medium,Argument,POS
카메라;움직임;을,POS,Medium,Judgment,POS
칼날;같이;비판,NEG,High,Judgment,NEG
콜럼버스;시대;에서,NEG,Medium,Argument,POS
콩;을;까먹,NEUT,Low,Argument,POS
크림;거품;도,POS,Medium,Judgment,POS
키;히;카,NEG,Medium,Judgment,NEG
키;히;카를,NEG,Medium,Judgment,NEG
탄생;을;알리,POS,Medium,Judgment,POS
탕;감;하,POS,Medium,Judgment,POS
태극기;를;판매,POS,Medium,Argument,POS
태극기;를;팔,NEG,Medium,Argument,POS
태도;가;힘,POS,Medium,Judgment,POS
태세;를;완비,POS,Medium,Judgment,POS
터;에;좀,POS,Medium,Judgment,POS
터;무니;없,NEG,Medium,Judgment,NEG
터번;은;꽃잎,POS,Low,Argument,POS
턱;없이;모자라,NEG,High,Judgment,NEG
텍스트;가;되,POS,Medium,Argument,POS
토인비;의;역사,NEUT,Low,Argument,POS
토;하아;내,NEUT,None,Judgment,NEUT
통제;하려;는,NEG,Low,Judgment,NEG
통찰;로;이어지,POS,Medium,Judgment,POS
통찰;을;불러일으키,POS,Medium,Judgment,POS
통찰;의;다른,POS,Medium,Judgment,POS
통찰;력;으로,POS,High,Judgment,POS
통;하아;지속,NEG,Medium,Argument,POS
통화;가;가능,POS,Medium,Judgment,POS
퇴;조;하,NEG,Medium,Judgment,NEG
투쟁;을;일삼,NEG,Medium,Agreement,NEG
특수;협력;관계,POS,Medium,Judgment,POS
특허;와;지,NEG,Medium,Argument,POS
특히;기대;를,POS,High,Judgment,POS
특히;눈길;을,POS,High,Judgment,POS
특히;아시아;지역,NEUT,Low,Argument,POS
파격;적;틀,POS,Medium,Judgment,POS
판;을;퇴보,NEG,Medium,Judgment,NEG
판;의;주류,POS,Medium,Judgment,POS
판단;을;내리,NEG,Medium,Judgment,COMP
판매량;이;늘어나,POS,Medium,Judgment,POS
판정;을;받,NEG,Medium,Judgment,NEG
팔;겠;느냐고,NEG,Medium,Argument,POS
팔;는;곳,NEG,Medium,Argument,POS
팔리어;나;가,NEG,Medium,Argument,POS
펄펄;살;아,POS,High,Judgment,POS
편견;이;교포,NEG,Medium,Argument,POS
편견;이;지나치,NEG,Medium,Argument,POS
편모;들;이,NEG,Medium,Argument,POS
편모;에;대하,NEG,Medium,Argument,POS
편차;가;크,NEG,None,Judgment,NEG
펼;치;어,POS,Medium,Judgment,POS
평;가;하,NEUT,Medium,Judgment,POS
평론가;의;면모,POS,Low,Judgment,POS
평화;의;울림,POS,Medium,Judgment,POS
평화;진원;지,POS,Medium,Judgment,POS
평화;진원;지로,POS,Medium,Judgment,POS
폐렴;으로;인,POS,Low,Argument,POS
폐렴;은;현재,NEG,Medium,Argument,POS
폐지;가시;급,NEG,High,Argument,POS
포도주;한;병,POS,Low,Judgment,POS
포장;기준;을,NEG,Low,Judgment,NEG
폭;이;넓,POS,Medium,Judgment,POS
폭넓;게;사용,POS,Medium,Judgment,POS
폭력;과;알코올,NEG,Medium,Judgment,NEG
폭력;적;상황,NEG,High,Judgment,NEG
폭발;적;이,POS,High,Judgment,POS
폭행;의;대상,NEG,Medium,Judgment,NEG
푼;수기;가,NEG,Low,Judgment,NEG
풀어;야;하,POS,Medium,Argument,POS
풀리;지;않,POS,Medium,Argument,POS
풀타임;전문;자원,POS,High,Judgment,POS
풍;의;강렬,POS,Medium,Judgment,POS
풍경;을;바꾸,POS,Medium,Judgment,POS
풍물;이;관람객,POS,Medium,Judgment,POS
풍요;와;존귀,POS,Medium,Judgment,POS
프랑스;의;최고,POS,High,Judgment,POS
프로이트;는;어떤,NEG,Medium,Argument,POS
프로젝트;가;특허,NEG,Medium,Argument,POS
피;를;끈끈,NEG,Medium,Argument,POS
피부;보습;에,POS,Medium,Judgment,POS
피;서;가,POS,Low,Argument,POS
피;서;간다,POS,Low,Argument,POS
피식;웃음;이,POS,Medium,Judgment,POS
필수;적;이,POS,Low,Judgment,POS
필연;적;이,POS,Medium,Judgment,POS
필요;가;없,NEG,Medium,Judgment,NEG
필요;가;있,NEUT,Medium,Judgment,POS
필요;는;없,NEUT,Low,Judgment,POS
한;답;니다,POS,Medium,Argument,POS
하는;의;구심,NEG,High,Judgment,NEG
하다;가;는,NEG,Medium,Judgment,NEG
할;까;보,NEG,Low,Argument,POS
하라;는;대로,NEG,Medium,Argument,POS
하아;야;되,NEG,Low,Argument,POS
하거;나;자,NEUT,Medium,Argument,POS
한;누;아르,POS,Medium,Judgment,POS
한;민속;품,POS,Medium,Judgment,POS
하다;못;하,NEG,Medium,Judgment,NEG
하도;록;운항,NEG,Medium,Argument,POS
하지;못;하,NEG,High,Judgment,NEG
하거;나;포기,NEG,Medium,Judgment,NEG
한;다는;깨닫,POS,Medium,Argument,POS
하도;록;되,NEG,Medium,Judgment,NEG
하려;는;왕실,NEG,Low,Judgment,NEG
하자;면;길,NEG,Low,Argument,POS
하고;함께;살,NEG,Medium,Argument,POS
하나;기증;하,POS,Medium,Argument,POS
하나로;송수;신,POS,Medium,Judgment,POS
하나;를;구상,NEUT,Low,Argument,POS
하나;를;이루,POS,Medium,Emotion,POS
하나;의;과제,POS,Medium,Argument,POS
하나;의;예술,POS,Medium,Argument,POS
하늘;에서;내려오,POS,High,Judgment,POS
하늘;을;울리,NEG,Medium,Judgment,NEG
하늘;을;움켜쥐,NEUT,Medium,Judgment,NEUT
하늘;의;재앙,NEG,Medium,Judgment,NEG
하루;가;다르,NEUT,Medium,Judgment,POS
하루;도;늦추,COMP,High,Judgment,COMP
하이라이트;를;이루,POS,Medium,Judgment,POS
하지만;꼭;필요,POS,Medium,Argument,POS
하지만;남편;은,NEG,Medium,Argument,POS
하향;세로;돌아서,NEG,Medium,Judgment,NEG
학년;의;필기,NEG,Medium,Judgment,NEG
학술;적;이,POS,Medium,Argument,POS
학습;기회;를,POS,Medium,Judgment,POS
학원;을;방불,POS,Medium,Judgment,POS
한;동이;푸,NEG,High,Argument,POS
한;목소리;를,POS,Medium,Agreement,POS
한;방법;이,POS,Medium,Judgment,POS
한;병;은,POS,Low,Judgment,POS
한;소녀;를,POS,Medium,Argument,POS
한;손;에,POS,Medium,Judgment,POS
한;영화;가,COMP,Medium,Argument,POS
한;요인;이,POS,Medium,Judgment,POS
한;지점;에,NEG,Low,Argument,POS
한;가장;전문가,POS,Medium,Judgment,POS
한;이;되,NEG,Medium,Argument,POS
한;마당;에,POS,Medium,Argument,POS
한가지;주장;만,NEG,Medium,Judgment,NEG
한계;를;맛보,NEG,Medium,Emotion,NEG
한과;가;얼마나,POS,Medium,Argument,POS
한국;의;실정,POS,Low,Argument,POS
한국;적;운치,POS,Medium,Judgment,POS
한국;적;이,NEUT,Low,Argument,POS
한국;진출;본격,POS,Medium,Argument,POS
한;데모;으,POS,Low,Judgment,POS
한마디;로;실천,COMP,Medium,Argument,POS
한문학;을;강의,NEG,Medium,Argument,POS
한민족;의;힘,POS,Medium,Judgment,POS
한술;이;없,NEG,None,Judgment,NEG
한;자만;나오,NEG,Medium,Argument,POS
한자;의;숲,POS,Medium,Argument,POS
한판;굿;이,POS,Medium,Judgment,POS
할리우드;독점;에,NEG,Medium,Argument,POS
함;께;하,POS,Medium,Judgment,POS
함성;을;지르,POS,Low,Emotion,POS
항균;성;을,POS,Medium,Argument,POS
항상;자;신의,POS,Medium,Judgment,POS
항상;태극기;를,POS,Medium,Argument,POS
항생물질;이;용법,POS,Low,Argument,POS
해방;감;을,POS,Medium,Emotion,POS
해외;로나;가,NEUT,Low,Argument,POS
해외;시장;개척,POS,Medium,Argument,POS
해;이;되,NEG,Medium,Judgment,NEG
해저;에서;방수,POS,Medium,Judgment,POS
핵심;적;이,NEG,Medium,Judgment,POS
햇곡식;으로;송편,POS,Medium,Argument,POS
행복;을;자꾸,NEG,Medium,Judgment,NEG
행복;을;찾,POS,High,Emotion,POS
행복;을;추구,POS,High,Judgment,POS
행사;도;많,POS,Medium,Judgment,POS
행사;를;계기,POS,Medium,Argument,POS
행사;참가인;원,NEG,Medium,Argument,POS
행세;를;하,NEG,Medium,Judgment,NEG
행정;개혁;등,POS,Medium,Judgment,POS
허물;어;지,POS,Medium,Judgment,POS
허위;의식;이,NEG,Medium,Judgment,NEG
허;점;이,NEG,High,Judgment,NEG
혀;내밀;어,NEG,Medium,Argument,POS
현대;여성;들,POS,Medium,Judgment,POS
